TABLE_NAME,COLUMN_NAME,DATA_TYPE
InsuranceTypes,DeductionOfVariableSalary,float
IntegrationTransactions,Id,int
IntegrationTransactions,ActivityId,int
IntegrationTransactions,TransactionType,nvarchar
IntegrationTransactions,IsOvertime,bit
IntegrationTransactions,LastReadingDate,datetime
IntegrationTransactions,TenantId,int
Investigations,TenantId,int
Investigations,Id,int
Investigations,Number,nvarchar
Investigations,Date,datetime
Investigations,Subject,nvarchar
Investigations,Result,nvarchar
Investigations,ViolationId,int
Investigators,TenantId,int
Investigators,Id,int
Investigators,InvestigationId,int
Investigators,EmployeeId,int
ItemEffects,TenantId,int
ItemEffects,Id,int
ItemEffects,ArName,nvarchar
ItemEffects,EnName,nvarchar
ItemPackages,TenantId,int
ItemPackages,Id,int
ItemPackages,ArabicName,nvarchar
ItemPackages,EnglishName,nvarchar
Items,TenantId,int
Items,Id,int
Items,Name,nvarchar
Items,DefaultValue,float
Items,MeasureUnitId,int
Items,ItemEffectId,int
Items,Code,nvarchar
Items,CalculatedBy,nvarchar
Items,ExpenseAccount,int
Items,AccrualAccount,int
Items,CostCenter,int
Items,ShowOnPaySlip,bit
JobAreaDepartments,TenantId,int
JobAreaDepartments,DepartmentId,int
JobAreaDepartments,JobAreaId,int
JobAreaKpis,TenantId,int
JobAreaKpis,KpiId,int
JobAreaKpis,JobAreaId,int
JobAreas,TenantId,int
JobAreas,Id,int
JobAreas,ArabicName,nvarchar
JobAreas,EnglishName,nvarchar
JobHistories,TenantId,int
JobHistories,Id,int
JobHistories,DecreeNo,nvarchar
JobHistories,DecreeFromDate,datetime
JobHistories,EmployeeId,int
JobHistories,DepartmentId,int
JobHistories,JobTitleId,int
JobHistories,JobTypeId,int
JobHistories,HireTypeId,int
JobHistories,SalaryGrade,nvarchar
JobHistories,DecreeToDate,datetime
JobHistories,StartDate,datetime
JobHistories,EndDate,datetime
JobHistories,ContractStartDate,datetime
JobHistories,ContractEndDate,datetime
JobHistories,Note,nvarchar
JobHistoryLogs,TenantId,int
JobHistoryLogs,Id,int
JobHistoryLogs,EmployeeId,int
JobHistoryLogs,DepartmentId,int
JobHistoryLogs,JobTitleId,int
JobHistoryLogs,JobTypeId,int
JobHistoryLogs,ActualWorkingDate,datetime
JobHistoryLogs,StartDate,datetime
JobHistoryLogs,EndDate,datetime
JobHistoryLogs,ContractStartDate,datetime
JobHistoryLogs,ContractEndDate,datetime
JobHistoryLogs,UserAction,tinyint
JobHistoryLogs,ModifiedDate,datetime
JobHistoryLogs,ModifiedBy,nvarchar
JobHistoryLogs,Note,ntext
Jobs,TenantId,int
Jobs,Id,int
Jobs,CommitteeNo,nvarchar
Jobs,CommitteeDate,datetime
Jobs,DecreeNo,nvarchar
Jobs,DecreeDate,datetime
Jobs,ContractStartDate,datetime
Jobs,ContractEndDate,datetime
Jobs,ActualWorkingDate,datetime
Jobs,RatePerHour,float
Jobs,MonthlySalary,float
Jobs,DepartmentId,int
Jobs,JobTitleId,int
Jobs,HireTypeId,int
Jobs,JobTypeId,int
Jobs,SkillId,int
Jobs,ExperienceValueId,int
Jobs,RankId,int
Jobs,VacationStartDate,datetime
Jobs,TestEndDate,datetime
Jobs,IsHead,bit
Jobs,HourlyRate,float
Jobs,ModifiedDate,datetime
Jobs,ModifiedBy,nvarchar
Jobs,Note,nvarchar
Jobs,ActualEndDate,datetime
JobTitleItemPackages,TenantId,int
JobTitleItemPackages,Id,int
JobTitleItemPackages,ItemPackageId,int
JobTitleItemPackages,JobTitleId,int
JobTitleItemPackages,DepartmentId,int
JobTitlePlans,TenantId,int
JobTitlePlans,Id,int
JobTitlePlans,PlanId,int
JobTitlePlans,JobTitleId,int
JobTitlePlans,DepartmentId,int
JobTitles,TenantId,int
JobTitles,Id,int
JobTitles,ArabicName,nvarchar
JobTitles,EnglishName,nvarchar
JobTitles,Description,nvarchar
JobTitles,Code,nvarchar
JobTitleVacationTypes,TenantId,int
JobTitleVacationTypes,Id,int
JobTitleVacationTypes,VacationTypeId,int
JobTitleVacationTypes,JobTitleId,int
JobTitleVacationTypes,DepartmentId,int
JobTypes,TenantId,int
JobTypes,Id,int
JobTypes,ArabicName,nvarchar
JobTypes,EnglishName,nvarchar
KpiCategories,TenantId,int
KpiCategories,Id,int
KpiCategories,ArabicName,nvarchar
KpiCategories,EnglishName,nvarchar
KpiCategories,Period,int
KpiCategories,IsActive,bit
KpiCategories,Description,nvarchar
KpiEvaluations,TenantId,int
KpiEvaluations,Id,int
KpiEvaluations,KpiId,int
KpiEvaluations,EvaluatorId,int
KpiEvaluations,Weight,float
KpiEvaluations,Value,float
KpiEvaluations,EmployeeAppraisalId,int
KpiEvaluations,Feedback,nvarchar
KpiEvaluations,DevPlan,nvarchar
KpiJobTitles,TenantId,int
KpiJobTitles,Id,int
KpiJobTitles,KpiId,int
KpiJobTitles,JobTitleId,int
KpiJobTitles,DepartmentId,int
KPIs,TenantId,int
KPIs,Id,int
KPIs,EnglishName,nvarchar
KPIs,ArabicName,nvarchar
KPIs,Period,int
KPIs,IsActive,bit
KPIs,JobAreaId,int
KPIs,CategoryId,int
KPIs,Type,tinyint
KPIs,Description,nvarchar
LicenseTypes,TenantId,int
LicenseTypes,Id,int
LicenseTypes,ArabicName,nvarchar
LicenseTypes,EnglishName,nvarchar
Loans,TenantId,int
Loans,Id,int
Loans,EmployeeId,int
Loans,LoanTypeId,int
Loans,Date,date
Loans,Value,float
Loans,StartDate,date
Loans,Installments,int
Loans,IsRequest,bit
Loans,IsCanceled,bit
Loans,Notes,nvarchar
Loans,JournalCode,nvarchar
Loans,RequestId,int
LoanSettings,TenantId,int
LoanSettings,Id,int
LoanSettings,ActivityId,int
LoanSkippedMonths,TenantId,int
LoanSkippedMonths,Id,int
LoanSkippedMonths,LoanId,int
LoanSkippedMonths,Month,date
LoanTypeEmployees,TenantId,int
LoanTypeEmployees,EmployeeId,int
LoanTypeEmployees,LoanTypeId,int
LoanTypes,TenantId,int
LoanTypes,Id,int
LoanTypes,ArabicName,nvarchar
LoanTypes,EnglishName,nvarchar
LoanTypes,Type,tinyint
LoanTypes,DurationBeforeDeserve,smallint
LoanTypes,MaxNoOfPayments,smallint
LoanTypes,AllowMultiple,bit
LoanTypes,Percentage,float
LoanTypes,ItemId,int
LoanTypes,ActivityId,int
LoanTypes,ExpenseAccount,int
LoanTypes,AccrualAccount,int
LoanTypes,CostCenter,int
LoanTypes,CalculateCurrentSalary,bit
Locations,TenantId,int
Locations,Id,int
Locations,ArabicName,nvarchar
Locations,EnglishName,nvarchar
Locations,Latitude,float
Locations,Longitude,float
Locations,DistanceRangeInMeters,float
Locations,TimeZoneId,varchar
MachineCommands,TenantId,int
MachineCommands,Id,int
MachineCommands,SerialNumber,nvarchar
MachineCommands,Command,nvarchar
MachineCommands,Status,tinyint
MachinePushApiSettings,TenantId,int
MachinePushApiSettings,MachineId,int
MachinePushApiSettings,Stamp,int
MachinePushApiSettings,Delay,int
MachinePushApiSettings,Encrypt,int
MachinePushApiSettings,ErrorDelay,int
MachinePushApiSettings,OpStamp,int
MachinePushApiSettings,Realtime,int
MachinePushApiSettings,TransFlag,nvarchar
MachinePushApiSettings,TransInterval,int
MachinePushApiSettings,TransTimes,nvarchar
MachinePushApiSettings,TimeZone,int
Machines,TenantId,int
Machines,Id,int
Machines,Name,nvarchar
Machines,SerialNumber,nvarchar
Machines,Stamp,int
Machines,Delay,int
Machines,Encrypt,int
Machines,ErrorDelay,int
Machines,OpStamp,int
Machines,Realtime,int
Machines,TransFlag,nvarchar
Machines,TransInterval,int
Machines,TransTimes,nvarchar
Machines,TimeZone,int
Machines,MachineUploadMethod,tinyint
Machines,UseTransactionType,bit
Machines,TransactionType,tinyint
MachineSdkSettings,TenantId,int
MachineSdkSettings,MachineId,int
MachineSdkSettings,IP,nvarchar
MachineSdkSettings,Port,int
MachineSdkSettings,Password,nvarchar
MachineSdkSettings,IsBlackAndWhite,bit
MachineSdkSettings,MachineBrand,int
ManualVacationBalances,TenantId,int
ManualVacationBalances,Id,int
ManualVacationBalances,Value,int
ManualVacationBalances,Date,datetime
ManualVacationBalances,UserName,nvarchar
ManualVacationBalances,VacationBalanceId,int
ManualVacationBalances,Type,nvarchar
MaritalStatuses,TenantId,int
MaritalStatuses,Id,int
MaritalStatuses,ArabicName,nvarchar
MaritalStatuses,EnglishName,nvarchar
MeasureUnits,TenantId,int
MeasureUnits,Id,int
MeasureUnits,ArName,nvarchar
MeasureUnits,EnName,nvarchar
MeasureUnits,MeasureUnitTypeId,int
MeasureUnitTypes,TenantId,int
MeasureUnitTypes,Id,int
MeasureUnitTypes,ArName,nvarchar
MeasureUnitTypes,EnName,nvarchar
Militaries,TenantId,int
Militaries,Id,int
Militaries,Note,nvarchar
Militaries,EndDate,datetime
Militaries,StatusDate,datetime
Militaries,MilitaryStatusId,int
Militaries,MilitaryRenewalDate,datetime
MilitaryStatus,TenantId,int
MilitaryStatus,Id,int
MilitaryStatus,ArabicName,nvarchar
MilitaryStatus,EnglishName,nvarchar
Missions,TenantId,int
Missions,Id,int
Missions,From,datetime
Missions,To,datetime
Missions,Destination,nvarchar
Missions,EmployeeId,int
Missions,IsRequest,bit
Missions,IsCanceled,bit
Missions,IsApproved,bit
Missions,Unit,tinyint
Missions,Notes,nvarchar
Missions,RequestId,int
Missions,TimeTables,varchar
Missions,ModifiedBy,nvarchar
Missions,ModifyDate,datetime
MissionTypes,TenantId,int
MissionTypes,Id,int
MissionTypes,ArabicName,nvarchar
MissionTypes,EnglishName,nvarchar
MobileAppSettings,TenantId,int
MobileAppSettings,Id,int
MobileAppSettings,ImageVerificationMode,tinyint
MobileAppSettings,LocationVerificationMode,tinyint
MobileTransactionPools,TenantId,int
MobileTransactionPools,Id,int
MobileTransactionPools,Time,datetime
MobileTransactionPools,Type,nvarchar
MobileTransactionPools,EmployeeId,int
MobileTransactionPools,IsTrusted,bit
MobileTransactionPools,Latitude,float
MobileTransactionPools,Longitude,float
MobileTransactionPools,Guid,uniqueidentifier
MobileTransactionPools,LocationId,int
MobileTransactionPools,VerificationStatus,int
MobileTransactionPools,Username,nvarchar
MobileTransactionPools,UnverfiedMasterImageUrl,nvarchar
MobileTransactionPools,IsApproved,bit
MonthlyTimeSheets,TenantId,int
MonthlyTimeSheets,Id,int
MonthlyTimeSheets,Value,float
MonthlyTimeSheets,Note,nvarchar
MonthlyTimeSheets,Date,datetime
MonthlyTimeSheets,EmployeeId,int
MonthlyTimeSheets,IsSubmitted,bit
Nationalities,TenantId,int
Nationalities,Id,int
Nationalities,ArabicName,nvarchar
Nationalities,EnglishName,nvarchar
Notifications,TenantId,int
Notifications,Id,int
Notifications,Date,datetime
Notifications,Title,nvarchar
Notifications,Details,ntext
Notifications,Notes,ntext
Notifications,EmployeeId,int
Notifications,IsCanceled,bit
Notifications,Seen,bit
Notifications,CancellationReason,nvarchar
Notifications,EmployeeActivityId,int
Notifications,Attachments,nvarchar
OracleIntegrationErrors,Id,int
OracleIntegrationErrors,TenantId,int
OracleIntegrationErrors,EntityName,int
OracleIntegrationErrors,Error,nvarchar
OracleIntegrationErrors,Date,datetime
OracleIntegrationErrors,EmployeeCode,nvarchar
OracleIntegrationErrors,IntegrationDate,datetime
OracleIntegrationErrors,TransactionCode,bigint
OracleIntegrations,TenantId,int
OracleIntegrations,Id,int
OracleIntegrations,MohrId,int
OracleIntegrations,OracleId,nvarchar
OracleIntegrations,EntityName,int
OracleIntegrations,LastModificationDate,datetime
OracleIntegrations,GroupId,nvarchar
OracleIntegrations,AssignmentId,nvarchar
OracleIntegrations,IsDeleted,bit
OracleIntegrations,IsLocked,bit
OracleIntegrationServiceLoggers,Id,int
OracleIntegrationServiceLoggers,TenantId,int
OracleIntegrationServiceLoggers,Status,bit
OracleIntegrationServiceLoggers,Username,nvarchar
OracleIntegrationServiceLoggers,Date,datetime
OracleIntegrationServices,Id,int
OracleIntegrationServices,TenantId,int
OracleIntegrationServices,ServiceStatus,bit
OrganizationSettings,TenantId,int
OrganizationSettings,Id,int
OrganizationSettings,AutoSubscriptionFee,bit
OrganizationSettings,ItemId,int
PackageItems,TenantId,int
PackageItems,Id,int
PackageItems,ItemId,int
PackageItems,EquationId,int
PackageItems,Value,float
PackageItems,ItemPackageId,int
PackageItems,ExpenseAccount,int
PackageItems,AccrualAccount,int
PackageItems,CostCenter,int
PayrollSettings,TenantId,int
PayrollSettings,Id,int
PayrollSettings,SubscriptionFeeItemId,int
PayrollSettings,ShowActivities,bit
PayrollSettings,SalaryCalculationStartDay,int
PayrollSettings,HideNetSalaryFromESS,bit
Penalties,TenantId,int
Penalties,Id,int
Penalties,ArabicName,nvarchar
Penalties,EnglishName,nvarchar
Penalties,DeductedAmount,float
PenaltyReasons,TenantId,int
PenaltyReasons,Id,int
PenaltyReasons,ArabicName,nvarchar
PenaltyReasons,EnglishName,nvarchar
Permissions,TenantId,int
Permissions,Id,int
Permissions,PermissionType,tinyint
Permissions,Date,date
Permissions,IsRequest,bit
Permissions,EmployeeId,int
Permissions,Notes,ntext
Permissions,IsCanceled,bit
Permissions,Duration,int
Permissions,From,time
Permissions,To,time
Permissions,PlanDetailId,int
Permissions,RequestId,int
Permissions,ModifiedBy,nvarchar
Permissions,ModifyDate,datetime
Permissions,FromDate,datetime
Permissions,ToDate,datetime
PermissionSettings,TenantId,int
PermissionSettings,Id,int
PermissionSettings,NumberPerMonth,tinyint
PermissionSettings,Duration,int
PermissionSettings,PermissionType,tinyint
PermissionSettings,IsAllowed,bit
PlanDetails,TenantId,int
PlanDetails,Id,int
PlanDetails,Date,datetime
PlanDetails,AttendStart,time
PlanDetails,AttendExact,time
PlanDetails,AttendEnd,time
PlanDetails,LeaveStart,time
PlanDetails,LeaveExact,time
PlanDetails,LeaveEnd,time
PlanDetails,PlanId,int
PlanDetails,TimeTableId,nvarchar
PlanDetails,IsAbsenceChecked,bit
PlanDetails,IsLeaveChecked,bit
PlanDetails,Border,time
PlanDetails,IsVacation,bit
PlanDetails,IsExtended,bit
PlanDetails,MinWorkingHours,float
PlanDetails,MaxWorkingHours,float
PlanDetails,ShiftSettingId,int
PlanDetails,MaxOvertime,float
PlanFormalVacations,TenantId,int
PlanFormalVacations,Id,int
PlanFormalVacations,PlanId,int
PlanFormalVacations,FormalVacationId,int
PlanFormalVacations,StartDate,datetime
PlanFormalVacations,EndDate,datetime
PlanFormalVacations,Title,nvarchar
Plans,TenantId,int
Plans,Id,int
Plans,Name,nvarchar
Plans,StartDate,datetime
Plans,EndDate,datetime
Plans,ShiftId,int
Plans,ModifiedDate,datetime
Plans,ModifiedBy,nvarchar
PlanShifts,TenantId,int
PlanShifts,Id,int
PlanShifts,PlanId,int
PlanShifts,ShiftId,int
PlanShifts,ShiftStartDate,datetime
PlanShifts,ShiftEndDate,datetime
ProjectEmployees,TenantId,int
ProjectEmployees,ProjectId,int
ProjectEmployees,EmployeeId,int
ProjectEmployees,HourlyRate,float
Projects,TenantId,int
Projects,Id,int
Projects,Code,nvarchar
Projects,ArabicName,nvarchar
Projects,EnglishName,nvarchar
Projects,Description,nvarchar
Projects,ManagerId,int
Projects,IsActive,bit
Projects,StartDate,datetime
Projects,EndDate,datetime
Projects,WowDeskId,int
Qualifications,TenantId,int
Qualifications,Id,int
Qualifications,Date,datetime
Qualifications,GradeId,int
Qualifications,QualificationTypeId,int
Qualifications,EmployeeId,int
QualificationTypes,TenantId,int
QualificationTypes,Id,int
QualificationTypes,ArabicName,nvarchar
QualificationTypes,EnglishName,nvarchar
Query,TenantId,int
Query,Id,int
Query,ActivityId,int
Query,Value,float
Query,ExecutionDate,datetime2
Query,Comment,ntext
Query,CreateDate,datetime2
Query,UserName,ntext
Query,EmployeeId,int
Query,SalaryItemId,int
Query,ValueToCalculate,float
Ranks,TenantId,int
Ranks,Id,int
Ranks,ArabicName,nvarchar
Ranks,EnglishName,nvarchar
Ranks,CategoryNo,int
Ranks,BasicSalary,float
Ranks,InsuranceBasicSalary,float
Ranks,InsuranceVariableSalary,float
RelationTypes,TenantId,int
RelationTypes,Id,int
RelationTypes,ArabicName,nvarchar
RelationTypes,EnglishName,nvarchar
RelationTypes,GenderId,int
Religions,TenantId,int
Religions,Id,int
Religions,ArabicName,nvarchar
Religions,EnglishName,nvarchar
ReportFooters,TenantId,int
ReportFooters,Id,int
ReportFooters,FooterId,int
ReportFooters,Report,nvarchar
RequestReviewCycles,TenantId,int
RequestReviewCycles,Id,int
RequestReviewCycles,ArabicName,nvarchar
RequestReviewCycles,EnglishName,nvarchar
RequestReviewCycles,RequestType,tinyint
RequestReviewCycles,IsDefault,bit
RequestReviewCycles,RequestedId,int
RequestReviewCycles,SingleApprovalEnabled,bit
RequestReviewers,TenantId,int
RequestReviewers,Id,int
RequestReviewers,RequestId,int
RequestReviewers,EmployeeId,int
RequestReviewers,IsApproved,bit
RequestReviewers,Reason,nvarchar
RequestReviewers,Order,tinyint
RequestReviewers,IsCurrent,bit
RequestReviewers,ModifiedDate,datetime
RequestReviewers,ModifiedBy,nvarchar
RequestReviewers,SingleApprovalEnabled,bit
Requests,TenantId,int
Requests,Id,int
Requests,Date,datetime
Requests,EmployeeId,int
Requests,RequestType,tinyint
Requests,IsApproved,bit
Requests,IsCanceled,bit
Requests,Notes,nvarchar
Requests,ModifiedDate,datetime
Requests,ModifiedBy,nvarchar
Requests,Guid,uniqueidentifier
Requests,RequestTypeId,int
Requests,Value,float
Requests,IsDelivered,bit
Requests,DeliveryNotes,nvarchar
Requests,Attachments,nvarchar
Requests,CreatedDate,datetime
Requests,RefId,int
Requests,MonthlyTimeSheet_Id,int
RequestsTypes,Id,int
RequestsTypes,arabicname,nvarchar
RequestsTypes,englishname,nvarchar
RequestTypes,TenantId,int
RequestTypes,Id,int
RequestTypes,ArabicName,nvarchar
RequestTypes,EnglishName,nvarchar
RequestTypes,Type,tinyint
RequestTypes,IsEditable,bit
RequestTypes,ActivityId,int
RequestTypes,IsEditableByEmployee,bit
RequestTypes,DefaultValue,float
Reviewers,TenantId,int
Reviewers,Id,int
Reviewers,EmployeeId,int
Reviewers,JobTitleId,int
Reviewers,DepartmentId,int
Reviewers,Boss,int
Reviewers,RequestReviewCycleId,int
Reviewers,Order,tinyint
Reviewers,RequestType,tinyint
Reviewers,RequestedId,int
Reviewers,SingleApprovalEnabled,bit
Salaries,TenantId,int
Salaries,Id,int
Salaries,EmployeeId,int
Salaries,CreateDate,datetime
Salaries,IsPaid,bit
Salaries,Month,int
Salaries,Year,int
Salaries,From,datetime
Salaries,To,datetime
Salaries,Label,nvarchar
Salaries,Value,float
Salaries,PaidAmount,float
Salaries,IsDelivered,bit
Salaries,JournalCode,nvarchar
Salaries,NeedRecalculation,bit
SalaryItems,TenantId,int
SalaryItems,Id,int
SalaryItems,ItemId,int
SalaryItems,Value,float
SalaryItems,EquationText,nvarchar
SalaryItems,SalaryId,int
SalaryItems,IsActivityItem,bit
SalaryItems,EquationName,nvarchar
SalaryItems,ExpenseAccount,int
SalaryItems,AccrualAccount,int
SalaryItems,CostCenter,int
SalaryItems,IsDelivered,bit
SalaryItems,JournalCode,nvarchar
SalarySettings,TenantId,int
SalarySettings,Id,int
SalarySettings,Type,int
SalarySettings,IsManual,bit
SalarySettings,ItemId,int
ServiceProviders,Id,int
ServiceProviders,CustomerName,nvarchar
ServiceProviders,Services,nvarchar
ServiceProviders,Country,nvarchar
ServiceProviders,Description,ntext
ServiceProviders,ImagePath,ntext
Settings,TenantId,int
Settings,Id,int
Settings,VacationServiceEnable,bit
Settings,AbsenceServiceEnable,bit
Settings,PermissionStratDay,int
Settings,AlertCalculatedFromExacttime,bit
Settings,EarlyAttend,tinyint
Settings,LateAttend,tinyint
Settings,EarlyLeave,tinyint
Settings,LateLeave,tinyint
Settings,EmailsLanguage,tinyint
Settings,CanUploadMasterImage,bit
Settings,AllowedRequestTypes,nvarchar
Settings,WorkingHoursFrom,tinyint
Settings,WorkingHoursTo,tinyint
Settings,BasicSalaryItemId,int
Settings,VariableSalaryItemId,int
Settings,AttendanceServiceEnable,bit
Settings,MobileAppEnabled,bit
Settings,ManagerPortalEnabled,bit
Settings,OkrEnabled,bit
Settings,MobileAppUserCount,int
Settings,SubscriptionFeeItemId,int
Settings,ShowActivities,bit
Settings,ModifiedBy,nvarchar
Settings,ModifiedDate,datetime
Settings,AlertCalculatedFromExacttimeDay,int
SettlementTypes,TenantId,int
SettlementTypes,Id,int
SettlementTypes,ArabicName,nvarchar
SettlementTypes,EnglishName,nvarchar
Sheet1$,Code,nvarchar
Sheet1$,Email,nvarchar
Shifts,TenantId,int
Shifts,Id,int
Shifts,Cycles,int
Shifts,StartDay,int
Shifts,ArabicName,nvarchar
Shifts,EnglishName,nvarchar
Shifts,ShiftType,int
Shifts,ShiftSettingId,int
Shifts,ShiftUnit,int
Shifts,ModifiedBy,nvarchar
Shifts,ModifiedDate,datetime
Shifts,Notes,nvarchar
ShiftSettings,TenantId,int
ShiftSettings,Id,int
ShiftSettings,ShiftType,int
ShiftSettings,CheckForAbsence,bit
ShiftSettings,WorkingHoursPerMonth,int
ShiftSettings,ActivityId,int
ShiftSettings,RaiseVacationAlerts,bit
ShiftSettings,FreeShiftTypePredicationMethod,tinyint
ShiftSettings,OverWriteEarlyLeave,bit
Skills,TenantId,int
Skills,Id,int
Skills,Value,float
Skills,Description,nvarchar
Skills,Name,nvarchar
SkinColors,TenantId,int
SkinColors,Id,int
SkinColors,ArabicName,nvarchar
SkinColors,EnglishName,nvarchar
SocialInsuranceSettings,TenantId,int
SocialInsuranceSettings,Id,int
SocialInsuranceSettings,AutoSubscriptionFee,bit
SocialInsuranceSettings,ItemId,int
Suspensions,TenantId,int
Suspensions,Id,int
Suspensions,EmployeeId,int
Suspensions,StartDate,datetime
Suspensions,EndDate,datetime
Suspensions,Reason,nvarchar
Suspensions,MobileAppDisabled,bit
Suspensions,IsCanceled,bit
Suspensions,CreatedBy,nvarchar
Suspensions,CreatedDate,datetime
Suspensions,EndedBy,nvarchar
Suspensions,EndedDate,datetime
TaskEmployees,TenantId,int
TaskEmployees,TaskId,int
TaskEmployees,EmployeeId,int
TaskEmployees,StartDate,datetime
TaskEmployees,EndDate,datetime
TaskEmployees,HourlyRate,float
Tasks,TenantId,int
Tasks,Id,int
Tasks,Code,int
Tasks,Name,nvarchar
Tasks,Description,nvarchar
Tasks,IsActive,bit
Tasks,IsPublic,bit
Tasks,StartDate,datetime
Tasks,EndDate,datetime
Tasks,ProjectId,int
Tasks,WowDeskId,int
TempEmployees,Id,int
TempEmployees,Email,nvarchar
TenantRequestTypes,Id,int
TenantRequestTypes,RequestType,tinyint
TenantRequestTypes,CustomerId,int
TenantRequestTypes,TenantId,int
Tenants,TenantId,int
Tenants,SellerName,nvarchar
Tenants,Name,nvarchar
Tenants,Status,nvarchar
Tenants,Modules,int
Tenants,ExpirationDate,datetime
Tenants,UsersNumber,int
TimeSheet,TenantId,int
TimeSheet,Id,int
TimeSheet,StartDate,datetime
TimeSheet,Duration,float
TimeSheet,TaskId,int
TimeSheet,ProjectId,int
TimeSheet,EmployeeId,int
TimeSheet,WowDeskId,int
TimeTables,TenantId,int
TimeTables,Id,int
TimeTables,AttendBegin,time
TimeTables,AttendTime,time
TimeTables,AttendEnd,time
TimeTables,LeaveBegin,time
TimeTables,LeaveTime,time
TimeTables,LeaveEnd,time
TimeTables,ShiftDay,smallint
TimeTables,ShiftId,int
TimeTables,Border,time
TimeTables,IsVacation,bit
TimeTables,IsExtended,bit
TimeTables,MinWorkingHours,float
TimeTables,TimeTableOrder,int
TimeTables,MaxWorkingHours,float
TimeTables,ModifiedBy,nvarchar
TimeTables,ModifiedDate,datetime
TimeTables,MaxOvertime,float
TransactionAlertHandlings,TenantId,int
TransactionAlertHandlings,Id,int
TransactionAlertHandlings,Date,datetime
TransactionAlertHandlings,Note,nvarchar
TransactionAlertHandlings,HandlerType,tinyint
TransactionAlertHandlings,HandlingId,int
TransactionAlertHandlings,UserId,nvarchar
TransactionAlertHandlings,TransactionAlertId,int
TransactionAlertHandlings,IsCanceled,bit
TransactionAlertHandlings,Value,float
TransactionAlerts,TenantId,int
TransactionAlerts,Id,int
TransactionAlerts,AlertType,int
TransactionAlerts,TransactionId,int
TransactionAlerts,IsHandled,bit
TransactionAlerts,Count,int
TransactionAlerts,Duration,float
TransactionAlerts,HandledDuration,float
TransactionAlerts,Handlers,varchar
TransactionAlerts,From,bigint
TransactionAlerts,To,bigint
TransactionPools,TenantId,int
TransactionPools,Id,int
TransactionPools,Code,nvarchar
TransactionPools,Time,datetime
TransactionPools,Type,nvarchar
TransactionPools,MachineName,nvarchar
TransactionPools,Username,nvarchar
TransactionPools,Reason,tinyint
Transactions,TenantId,int
Transactions,Id,int
Transactions,TransDateTime,datetime
Transactions,Type,nvarchar
Transactions,EmployeeId,int
Transactions,PlanDetailId,int
Transactions,IsManual,bit
Transactions,TimeTableId,nvarchar
Transactions,Username,nvarchar
Transactions,Tag,nvarchar
Transactions,Notes,nvarchar
Transactions,HasAlerts,bit
Transactions,IsTrusted,bit
Transactions,Latitude,float
Transactions,Longitude,float
Transactions,LocationId,int
Transactions,Source,tinyint
Transactions,CreatedDate,datetime
Transactions,ImageUrl,nvarchar
Transactions,IsSaved,bit
Transactions,MobileNotes,nvarchar
UserEmployees,TenantId,int
UserEmployees,Id,int
UserEmployees,UserName,nvarchar
UserEmployees,EmployeeId,int
UserEmployees,Module,tinyint
UserEmployees,Exclusive,bit
UserLogs,TenantId,int
UserLogs,Id,int
UserLogs,UserName,nvarchar
UserLogs,EmployeeId,int
UserLogs,UserAction,tinyint
UserLogs,EntityName,nvarchar
UserLogs,Date,datetime
UserLogs,Details,nvarchar
UserLogs,RefId,int
UserScenarios,TenantId,int
UserScenarios,Id,int
UserScenarios,ActionType,int
UserScenarios,ElementId,nvarchar
UserScenarios,ElementType,nvarchar
UserScenarios,ElementValue,nvarchar
UserScenarios,TimeStamp,datetime
UserScenarios,UserName,nvarchar
VacationBalanceLogs,TenantId,int
VacationBalanceLogs,Id,int
VacationBalanceLogs,EmployeeId,int
VacationBalanceLogs,VacationTypeId,int
VacationBalanceLogs,Balance,float
VacationBalanceLogs,Times,int
VacationBalanceLogs,Action,tinyint
VacationBalanceLogs,ModifiedBy,nvarchar
VacationBalanceLogs,ModifiedDate,datetime
VacationBalanceLogs,Reason,nvarchar
VacationBalances,TenantId,int
VacationBalances,Id,int
VacationBalances,EmployeeId,int
VacationBalances,VacationTypeId,int
VacationBalances,Balance,float
VacationBalances,Times,int
VacationBalances,LastDate,datetime
VacationBalances,ModifiedBy,nvarchar
VacationBalances,ModifiedDate,datetime
Vacations,TenantId,int
Vacations,Id,int
Vacations,FromDate,datetime
Vacations,ToDate,datetime
Vacations,Duration,float
Vacations,EmployeeId,int
Vacations,Note,nvarchar
Vacations,VacationTypeId,int
Vacations,ReviewerId,int
Vacations,ReplacementId,int
Vacations,IsCanceled,bit
Vacations,ModifiedBy,nvarchar
Vacations,ModifiedDate,datetime
Vacations,Alerts,ntext
Vacations,Notified,bit
Vacations,DocumentId,int
Vacations,RequestId,int
Vacations,Tag,nvarchar
Vacations,AnotherTypeBalance,float
Vacations,TimeTables,varchar
Vacations,ReplacementChecked,bit
VacationSettings,TenantId,int
VacationSettings,Id,int
VacationSettings,BalanceStart,int
VacationSettings,BalanceAddedEvery,int
VacationSettings,ExpiredBalanceHandling,int
VacationSettings,TransferLimit,int
VacationSettings,AfterReachLimit,int
VacationSettings,DaysTransferLimitFinal,int
VacationSettings,ExpiredItemId,int
VacationSettings,VacationOnAccount,bit
VacationSettings,DaysTransferLimit,int
VacationSettings,BalanceTransferVacationTypeId,int
VacationSettings,BalanceAddedFromVacationTypeId,int
